case,id,gender,deg,yrdeg,field,startyr,year,rank,admin,salary
8201,733,M,PhD,60,Other,68,92,Full,0,7494
8202,733,M,PhD,60,Other,68,93,Full,0,7712
8203,733,M,PhD,60,Other,68,94,Full,0,7712
8204,733,M,PhD,60,Other,68,95,Full,0,8049
8205,734,M,PhD,72,Other,85,85,Full,0,3194
8206,734,M,PhD,72,Other,85,86,Full,0,3688
8207,734,M,PhD,72,Other,85,87,Full,0,3873.494
8208,734,M,PhD,72,Other,85,88,Full,0,3985.542
8209,734,M,PhD,72,Other,85,89,Full,0,4387.273
8210,734,M,PhD,72,Other,85,90,Full,0,4725.455
8211,734,M,PhD,72,Other,85,91,Full,0,5016.364
8212,734,M,PhD,72,Other,85,92,Full,0,5236.364
8213,734,M,PhD,72,Other,85,93,Full,0,5387.5
8214,734,M,PhD,72,Other,85,94,Full,0,5387.5
8215,734,M,PhD,72,Other,85,95,Full,0,5465
8216,735,F,PhD,93,Arts,91,91,Assist,0,3996
8217,735,F,PhD,93,Arts,91,92,Assist,0,3996
8218,735,F,PhD,93,Arts,91,93,Assist,0,4112
8219,735,F,PhD,93,Arts,91,94,Assist,0,4112
8220,735,F,PhD,93,Arts,91,95,Assist,0,4231
8221,737,F,PhD,83,Other,94,94,Assist,0,4106
8222,737,F,PhD,83,Other,94,95,Assist,0,4165
8223,738,M,PhD,69,Other,69,76,Full,0,2459.701
8224,738,M,PhD,69,Other,69,77,Full,0,2779
8225,738,M,PhD,69,Other,69,78,Full,0,2932
8226,738,M,PhD,69,Other,69,79,Full,0,3267
8227,738,M,PhD,69,Other,69,80,Full,0,3633
8228,738,M,PhD,69,Other,69,81,Full,0,4116
8229,738,M,PhD,69,Other,69,82,Full,0,4111
8230,738,M,PhD,69,Other,69,83,Full,0,4527
8231,738,M,PhD,69,Other,69,84,Full,0,4975
8232,738,M,PhD,69,Other,69,85,Full,0,4975
8233,738,M,PhD,69,Other,69,86,Full,0,5743
8234,738,M,PhD,69,Other,69,87,Full,0,6033
8235,738,M,PhD,69,Other,69,88,Full,0,6771
8236,738,M,PhD,69,Other,69,89,Full,0,7349
8237,738,M,PhD,69,Other,69,90,Full,0,7803
8238,738,M,PhD,69,Other,69,91,Full,0,10000
8239,738,M,PhD,69,Other,69,92,Full,0,10000
8240,738,M,PhD,69,Other,69,93,Full,0,10263
8241,738,M,PhD,69,Other,69,94,Full,0,10263
8242,738,M,PhD,69,Other,69,95,Full,0,10713
8243,739,M,PhD,66,Prof,65,76,Full,0,2446
8244,739,M,PhD,66,Prof,65,77,Full,0,2757
8245,739,M,PhD,66,Prof,65,78,Full,0,2976
8246,739,M,PhD,66,Prof,65,79,Full,0,3362
8247,739,M,PhD,66,Prof,65,80,Full,0,3647
8248,739,M,PhD,66,Prof,65,81,Full,1,4296
8249,739,M,PhD,66,Prof,65,82,Full,1,4485
8250,739,M,PhD,66,Prof,65,83,Full,1,4938
8251,739,M,PhD,66,Prof,65,84,Full,1,5904
8252,739,M,PhD,66,Prof,65,85,Full,1,5904
8253,739,M,PhD,66,Prof,65,86,Full,1,6532
8254,739,M,PhD,66,Prof,65,87,Full,1,6532
8255,739,M,PhD,66,Prof,65,88,Full,1,7057
8256,739,M,PhD,66,Prof,65,89,Full,1,7750
8257,739,M,PhD,66,Prof,65,90,Full,1,8293
8258,739,M,PhD,66,Prof,65,91,Full,1,8791
8259,739,M,PhD,66,Prof,65,92,Full,1,9064
8260,739,M,PhD,66,Prof,65,93,Full,0,10136
8261,739,M,PhD,66,Prof,65,94,Full,0,10136
8262,739,M,PhD,66,Prof,65,95,Full,0,10411
8263,740,M,PhD,72,Other,89,89,Full,0,6649
8264,740,M,PhD,72,Other,89,90,Full,1,6764
8265,740,M,PhD,72,Other,89,91,Full,1,7180
8266,740,M,PhD,72,Other,89,92,Full,1,7494
8267,740,M,PhD,72,Other,89,93,Full,1,8402
8268,740,M,PhD,72,Other,89,94,Full,0,8402
8269,740,M,PhD,72,Other,89,95,Full,0,8523
8270,742,M,PhD,71,Other,75,76,Assoc,0,2188
8271,742,M,PhD,71,Other,75,77,Assoc,0,2472
8272,742,M,PhD,71,Other,75,78,Assoc,0,2617
8273,742,M,PhD,71,Other,75,79,Assoc,0,2896
8274,742,M,PhD,71,Other,75,80,Assoc,0,3528
8275,742,M,PhD,71,Other,75,81,Full,0,4053
8276,742,M,PhD,71,Other,75,82,Full,0,4169
8277,742,M,PhD,71,Other,75,83,Full,1,4659
8278,742,M,PhD,71,Other,75,84,Full,1,5267
8279,742,M,PhD,71,Other,75,85,Full,0,5267
8280,742,M,PhD,71,Other,75,86,Full,0,5424
8281,742,M,PhD,71,Other,75,87,Full,1,6388
8282,742,M,PhD,71,Other,75,88,Full,1,6573
8283,742,M,PhD,71,Other,75,89,Full,1,7032
8284,742,M,PhD,71,Other,75,90,Full,1,7360
8285,742,M,PhD,71,Other,75,91,Full,1,7925
8286,742,M,PhD,71,Other,75,92,Full,1,8155
8287,742,M,PhD,71,Other,75,93,Full,1,8392
8288,742,M,PhD,71,Other,75,94,Full,1,8392
8289,742,M,PhD,71,Other,75,95,Full,1,8635
8290,743,M,PhD,85,Other,88,88,Assist,0,2559
8291,743,M,PhD,85,Other,88,89,Assist,0,2660
8292,743,M,PhD,85,Other,88,90,Assist,0,2907
8293,743,M,PhD,85,Other,88,91,Assist,0,3175
8294,743,M,PhD,85,Other,88,92,Assist,0,3559
8295,743,M,PhD,85,Other,88,93,Assist,0,3991
8296,743,M,PhD,85,Other,88,94,Assoc,0,4106
8297,743,M,PhD,85,Other,88,95,Assoc,0,4411
8298,744,M,PhD,76,Other,79,79,Assist,0,1889
8299,744,M,PhD,76,Other,79,80,Assist,0,2079
8300,744,M,PhD,76,Other,79,81,Assist,0,2290
8301,744,M,PhD,76,Other,79,82,Assist,0,2391
8302,744,M,PhD,76,Other,79,84,Assist,0,3020
8303,744,M,PhD,76,Other,79,85,Assoc,0,3337
8304,744,M,PhD,76,Other,79,86,Assoc,0,3487
8305,744,M,PhD,76,Other,79,87,Assoc,0,3662
8306,744,M,PhD,76,Other,79,88,Assoc,0,3768
8307,744,M,PhD,76,Other,79,89,Assoc,0,4032
8308,744,M,PhD,76,Other,79,90,Assoc,0,4220
8309,744,M,PhD,76,Other,79,91,Assoc,0,4480
8310,744,M,PhD,76,Other,79,92,Assoc,0,4743
8311,744,M,PhD,76,Other,79,93,Full,0,5168
8312,744,M,PhD,76,Other,79,94,Full,0,5168
8313,744,M,PhD,76,Other,79,95,Full,0,5551
8314,745,M,PhD,83,Other,91,91,Assoc,0,7180
8315,745,M,PhD,83,Other,91,92,Assoc,0,7180
8316,745,M,PhD,83,Other,91,93,Assoc,0,7494
8317,745,M,PhD,83,Other,91,94,Full,0,7712
8318,745,M,PhD,83,Other,91,95,Full,0,9154
8319,746,M,PhD,62,Prof,81,81,Full,1,5500
8320,746,M,PhD,62,Prof,81,82,Full,1,5500
8321,746,M,PhD,62,Prof,81,83,Full,1,6199
8322,746,M,PhD,62,Prof,81,84,Full,1,6715
8323,746,M,PhD,62,Prof,81,85,Full,1,6715
8324,746,M,PhD,62,Prof,81,86,Full,1,7754
8325,746,M,PhD,62,Prof,81,87,Full,1,7754
8326,746,M,PhD,62,Prof,81,88,Full,1,8529
8327,746,M,PhD,62,Prof,81,89,Full,1,9160
8328,746,M,PhD,62,Prof,81,90,Full,1,9893
8329,746,M,PhD,62,Prof,81,91,Full,1,10487
8330,746,M,PhD,62,Prof,81,92,Full,1,11123
8331,746,M,PhD,62,Prof,81,93,Full,1,11401
8332,746,M,PhD,62,Prof,81,94,Full,1,11401
8333,746,M,PhD,62,Prof,81,95,Full,1,11857
8334,747,F,PhD,71,Other,77,77,Assist,0,1834
8335,747,F,PhD,71,Other,77,78,Assist,0,1980
8336,747,F,PhD,71,Other,77,79,Assist,0,2120
8337,747,F,PhD,71,Other,77,80,Assist,0,2247
8338,747,F,PhD,71,Other,77,81,Assist,0,2460
8339,747,F,PhD,71,Other,77,82,Assist,0,2567
8340,747,F,PhD,71,Other,77,83,Assoc,0,2826.667
8341,747,F,PhD,71,Other,77,84,Assoc,0,2935
8342,747,F,PhD,71,Other,77,85,Assoc,0,2935
8343,747,F,PhD,71,Other,77,86,Assoc,0,3293
8344,747,F,PhD,71,Other,77,87,Assoc,0,3458
8345,747,F,PhD,71,Other,77,88,Assoc,0,3715
8346,747,F,PhD,71,Other,77,89,Full,0,4269
8347,747,F,PhD,71,Other,77,90,Full,0,4468
8348,747,F,PhD,71,Other,77,91,Full,0,4676
8349,747,F,PhD,71,Other,77,92,Full,0,4743
8350,747,F,PhD,71,Other,77,93,Full,0,4812
8351,747,F,PhD,71,Other,77,94,Full,0,4812
8352,747,F,PhD,71,Other,77,95,Full,0,5794
8353,749,M,PhD,72,Arts,76,76,Assist,0,1502
8354,749,M,PhD,72,Arts,76,77,Assist,0,1644
8355,749,M,PhD,72,Arts,76,78,Assist,0,1717
8356,749,M,PhD,72,Arts,76,79,Assist,0,1999
8357,749,M,PhD,72,Arts,76,80,Assoc,0,2162
8358,749,M,PhD,72,Arts,76,81,Assoc,0,2460
8359,749,M,PhD,72,Arts,76,82,Assoc,0,2680
8360,749,M,PhD,72,Arts,76,83,Assoc,0,2827
8361,749,M,PhD,72,Arts,76,84,Assoc,0,2977
8362,749,M,PhD,72,Arts,76,85,Assoc,0,2977
8363,749,M,PhD,72,Arts,76,86,Assoc,0,3066
8364,749,M,PhD,72,Arts,76,87,Assoc,0,3220
8365,749,M,PhD,72,Arts,76,88,Assoc,0,3313
8366,749,M,PhD,72,Arts,76,89,Assoc,0,3700
8367,749,M,PhD,72,Arts,76,90,Assoc,0,3764
8368,749,M,PhD,72,Arts,76,91,Assoc,0,3828
8369,749,M,PhD,72,Arts,76,92,Assoc,0,3939
8370,749,M,PhD,72,Arts,76,93,Assoc,0,3939
8371,749,M,PhD,72,Arts,76,94,Assoc,0,3939
8372,749,M,PhD,72,Arts,76,95,Assoc,0,3939
8373,751,M,PhD,65,Prof,67,76,Assoc,0,2232
8374,751,M,PhD,65,Prof,67,77,Full,0,2544
8375,751,M,PhD,65,Prof,67,78,Full,0,2714
8376,751,M,PhD,65,Prof,67,79,Full,0,3219
8377,751,M,PhD,65,Prof,67,80,Full,0,3548
8378,751,M,PhD,65,Prof,67,81,Full,0,4174
8379,751,M,PhD,65,Prof,67,82,Full,0,4817
8380,751,M,PhD,65,Prof,67,83,Full,0,5155
8381,751,M,PhD,65,Prof,67,84,Full,0,5585
8382,751,M,PhD,65,Prof,67,85,Full,0,5585
8383,751,M,PhD,65,Prof,67,86,Full,0,6925
8384,751,M,PhD,65,Prof,67,87,Full,0,7272
8385,751,M,PhD,65,Prof,67,88,Full,0,7483
8386,751,M,PhD,65,Prof,67,89,Full,1,8007
8387,751,M,PhD,65,Prof,67,90,Full,1,9263
8388,751,M,PhD,65,Prof,67,91,Full,1,9693
8389,751,M,PhD,65,Prof,67,92,Full,1,9974
8390,751,M,PhD,65,Prof,67,93,Full,1,10263
8391,751,M,PhD,65,Prof,67,94,Full,1,10263
8392,751,M,PhD,65,Prof,67,95,Full,1,10867
8393,752,M,PhD,78,Other,91,91,Assoc,0,3559
8394,752,M,PhD,78,Other,91,92,Assoc,0,3663
8395,752,M,PhD,78,Other,91,93,Assoc,0,3769
8396,752,M,PhD,78,Other,91,94,Assoc,0,3769
8397,752,M,PhD,78,Other,91,95,Assoc,0,3878
8398,753,M,PhD,60,Prof,70,76,Full,0,2933.333
8399,753,M,PhD,60,Prof,70,77,Full,0,3264.912
8400,753,M,PhD,60,Prof,70,78,Full,0,3421
8401,753,M,PhD,60,Prof,70,79,Full,0,3865
8402,753,M,PhD,60,Prof,70,80,Full,0,4175
8403,753,M,PhD,60,Prof,70,81,Full,1,4609
8404,753,M,PhD,60,Prof,70,82,Full,1,4743
8405,753,M,PhD,60,Prof,70,83,Full,0,5004
8406,753,M,PhD,60,Prof,70,84,Full,0,5192
8407,753,M,PhD,60,Prof,70,85,Full,0,5192
8408,753,M,PhD,60,Prof,70,86,Full,0,5347
8409,753,M,PhD,60,Prof,70,87,Full,0,5617
8410,753,M,PhD,60,Prof,70,88,Full,0,7067
8411,753,M,PhD,60,Prof,70,89,Full,0,7671
8412,753,M,PhD,60,Prof,70,90,Full,0,8145
8413,753,M,PhD,60,Prof,70,91,Full,0,8666
8414,753,M,PhD,60,Prof,70,92,Full,0,9038
8415,753,M,PhD,60,Prof,70,93,Full,0,9327
8416,753,M,PhD,60,Prof,70,94,Full,0,9327
8417,753,M,PhD,60,Prof,70,95,Full,0,9693
8418,754,M,PhD,79,Other,89,89,Assoc,0,5601
8419,754,M,PhD,79,Other,89,90,Assoc,0,5698
8420,754,M,PhD,79,Other,89,91,Assoc,0,6048
8421,754,M,PhD,79,Other,89,92,Full,0,6404
8422,754,M,PhD,79,Other,89,93,Full,0,6590
8423,754,M,PhD,79,Other,89,94,Full,0,6590
8424,754,M,PhD,79,Other,89,95,Full,0,6781
8425,755,M,PhD,86,Other,91,91,Assist,0,4411
8426,755,M,PhD,86,Other,91,92,Assist,0,4411
8427,755,M,PhD,86,Other,91,93,Assist,0,4670
8428,755,M,PhD,86,Other,91,94,Assoc,0,4806
8429,755,M,PhD,86,Other,91,95,Assoc,0,5016
8430,756,M,PhD,65,Arts,68,76,Assoc,0,1946
8431,756,M,PhD,65,Arts,68,77,Assoc,0,2097
8432,756,M,PhD,65,Arts,68,78,Assoc,0,2198.485
8433,756,M,PhD,65,Arts,68,79,Assoc,0,2411
8434,756,M,PhD,65,Arts,68,80,Assoc,0,2597
8435,756,M,PhD,65,Arts,68,81,Assoc,0,2879
8436,756,M,PhD,65,Arts,68,82,Assoc,0,2962
8437,756,M,PhD,65,Arts,68,83,Assoc,0,3125
8438,756,M,PhD,65,Arts,68,84,Assoc,0,3410
8439,756,M,PhD,65,Arts,68,85,Assoc,0,3243
8440,756,M,PhD,65,Arts,68,86,Assoc,0,3341
8441,756,M,PhD,65,Arts,68,87,Assoc,0,3508
8442,756,M,PhD,65,Arts,68,88,Assoc,0,3559
8443,756,M,PhD,65,Arts,68,89,Assoc,0,3808
8444,756,M,PhD,65,Arts,68,90,Assoc,0,4043
8445,756,M,PhD,65,Arts,68,91,Assoc,0,4292
8446,756,M,PhD,65,Arts,68,92,Assoc,0,4544
8447,756,M,PhD,65,Arts,68,93,Assoc,0,4610
8448,756,M,PhD,65,Arts,68,94,Assoc,0,4610
8449,756,M,PhD,65,Arts,68,95,Assoc,0,4743
8450,757,F,PhD,84,Other,84,84,Assist,0,2977
8451,757,F,PhD,84,Other,84,85,Assist,0,2977
8452,757,F,PhD,84,Other,84,86,Assist,0,3293
8453,757,F,PhD,84,Other,84,87,Assist,0,3822
8454,757,F,PhD,84,Other,84,88,Assist,0,3933
8455,757,F,PhD,84,Other,84,89,Assoc,0,4330
8456,757,F,PhD,84,Other,84,90,Assoc,0,4800
8457,757,F,PhD,84,Other,84,91,Assoc,0,5168
8458,757,F,PhD,84,Other,84,92,Assoc,0,5472
8459,757,F,PhD,84,Other,84,93,Assoc,0,5712
8460,757,F,PhD,84,Other,84,94,Assoc,0,6878
8461,757,F,PhD,84,Other,84,95,Full,0,7283
8462,758,M,PhD,70,Other,72,76,Assoc,0,1839
8463,758,M,PhD,70,Other,72,77,Assoc,0,2019
8464,758,M,PhD,70,Other,72,78,Assoc,0,2136
8465,758,M,PhD,70,Other,72,79,Assoc,0,2454
8466,758,M,PhD,70,Other,72,80,Assoc,0,2686
8467,758,M,PhD,70,Other,72,81,Assoc,0,3048
8468,758,M,PhD,70,Other,72,82,Assoc,0,3182
8469,758,M,PhD,70,Other,72,83,Full,0,3455
8470,758,M,PhD,70,Other,72,84,Full,0,3962
8471,758,M,PhD,70,Other,72,85,Full,0,3962
8472,758,M,PhD,70,Other,72,86,Full,0,4446
8473,758,M,PhD,70,Other,72,87,Full,0,4669
8474,758,M,PhD,70,Other,72,88,Full,0,4944
8475,758,M,PhD,70,Other,72,89,Full,0,5443
8476,758,M,PhD,70,Other,72,90,Full,0,5863
8477,758,M,PhD,70,Other,72,91,Full,0,6223
8478,758,M,PhD,70,Other,72,92,Full,0,6404
8479,758,M,PhD,70,Other,72,93,Full,0,6590
8480,758,M,PhD,70,Other,72,94,Full,0,6590
8481,758,M,PhD,70,Other,72,95,Full,0,7180
8482,759,M,PhD,67,Arts,67,76,Assoc,1,2053
8483,759,M,PhD,67,Arts,67,77,Assoc,0,2216
8484,759,M,PhD,67,Arts,67,78,Assoc,0,2337
8485,759,M,PhD,67,Arts,67,79,Assoc,0,2583
8486,759,M,PhD,67,Arts,67,80,Full,0,2902.985
8487,759,M,PhD,67,Arts,67,81,Full,0,3137
8488,759,M,PhD,67,Arts,67,82,Full,0,3228
8489,759,M,PhD,67,Arts,67,83,Full,0,3406
8490,759,M,PhD,67,Arts,67,84,Full,0,3586
8491,759,M,PhD,67,Arts,67,85,Full,0,3586
8492,759,M,PhD,67,Arts,67,86,Full,0,3966
8493,759,M,PhD,67,Arts,67,87,Full,0,4165
8494,759,M,PhD,67,Arts,67,88,Full,0,4347
8495,759,M,PhD,67,Arts,67,89,Full,0,4718
8496,759,M,PhD,67,Arts,67,90,Full,0,4939
8497,759,M,PhD,67,Arts,67,91,Full,0,5318
8498,759,M,PhD,67,Arts,67,92,Full,1,7078
8499,759,M,PhD,67,Arts,67,93,Full,1,7283
8500,759,M,PhD,67,Arts,67,94,Full,1,7283
8501,759,M,PhD,67,Arts,67,95,Full,1,7935
8502,760,M,PhD,81,Other,84,84,Assist,0,2935
8503,760,M,PhD,81,Other,84,85,Assist,0,2935
8504,760,M,PhD,81,Other,84,86,Assist,0,3246
8505,760,M,PhD,81,Other,84,87,Assist,0,3409
8506,760,M,PhD,81,Other,84,88,Assoc,0,4445
8507,760,M,PhD,81,Other,84,89,Assoc,0,4456
8508,760,M,PhD,81,Other,84,90,Assoc,0,4664
8509,760,M,PhD,81,Other,84,91,Assoc,0,4951
8510,760,M,PhD,81,Other,84,92,Full,0,5318
8511,760,M,PhD,81,Other,84,93,Full,0,5551
8512,760,M,PhD,81,Other,84,94,Full,0,5551
8513,760,M,PhD,81,Other,84,95,Full,0,5878
8514,761,F,PhD,81,Prof,88,88,Assoc,0,4805
8515,761,F,PhD,81,Prof,88,89,Assoc,0,5141
8516,761,F,PhD,81,Prof,88,90,Assoc,0,5381
8517,761,F,PhD,81,Prof,88,91,Assoc,0,5631
8518,761,F,PhD,81,Prof,88,92,Assoc,0,5794
8519,761,F,PhD,81,Prof,88,93,Assoc,0,5962
8520,761,F,PhD,81,Prof,88,94,Assoc,0,5962
8521,761,F,PhD,81,Prof,88,95,Full,0,6590
8522,763,F,PhD,77,Arts,77,77,Assist,0,1502.667
8523,763,F,PhD,77,Arts,77,78,Assist,0,1608
8524,763,F,PhD,77,Arts,77,79,Assist,0,1842
8525,763,F,PhD,77,Arts,77,80,Assist,0,1996
8526,763,F,PhD,77,Arts,77,81,Assist,0,2163
8527,763,F,PhD,77,Arts,77,82,Assist,0,2323
8528,763,F,PhD,77,Arts,77,83,Assoc,0,2558
8529,763,F,PhD,77,Arts,77,84,Assoc,0,2770
8530,763,F,PhD,77,Arts,77,85,Assoc,0,2770
8531,763,F,PhD,77,Arts,77,86,Assoc,0,3155
8532,763,F,PhD,77,Arts,77,87,Assoc,1,3922
8533,763,F,PhD,77,Arts,77,88,Assoc,1,3922
8534,763,F,PhD,77,Arts,77,89,Assoc,1,4208
8535,763,F,PhD,77,Arts,77,90,Assoc,1,4468
8536,763,F,PhD,77,Arts,77,91,Full,1,5095
8537,763,F,PhD,77,Arts,77,92,Full,1,5242
8538,763,F,PhD,77,Arts,77,93,Full,0,6404
8539,763,F,PhD,77,Arts,77,94,Full,0,6404
8540,763,F,PhD,77,Arts,77,95,Full,0,6590
8541,765,F,PhD,88,Other,88,88,Assist,0,2952.5
8542,765,F,PhD,88,Other,88,89,Assist,0,3204
8543,765,F,PhD,88,Other,88,90,Assist,0,3402
8544,765,F,PhD,88,Other,88,91,Assist,0,3612
8545,765,F,PhD,88,Other,88,92,Assist,0,3612
8546,765,F,PhD,88,Other,88,93,Assist,0,3716
8547,765,F,PhD,88,Other,88,94,Assist,0,3715
8548,765,F,PhD,88,Other,88,95,Assist,0,3934
8549,766,M,PhD,79,Prof,79,79,Assist,0,2039
8550,766,M,PhD,79,Prof,79,80,Assist,0,2247
8551,766,M,PhD,79,Prof,79,81,Assist,0,2567
8552,766,M,PhD,79,Prof,79,82,Assist,0,2719
8553,766,M,PhD,79,Prof,79,83,Assist,0,3554
8554,766,M,PhD,79,Prof,79,84,Assist,0,3742
8555,766,M,PhD,79,Prof,79,85,Assoc,0,3851
8556,766,M,PhD,79,Prof,79,86,Assoc,0,4383
8557,766,M,PhD,79,Prof,79,87,Assoc,0,4603
8558,766,M,PhD,79,Prof,79,88,Assoc,0,4736
8559,766,M,PhD,79,Prof,79,89,Assoc,0,5141
8560,766,M,PhD,79,Prof,79,90,Full,0,6297
8561,766,M,PhD,79,Prof,79,91,Full,0,6684
8562,766,M,PhD,79,Prof,79,92,Full,0,6977
8563,766,M,PhD,79,Prof,79,93,Full,0,7283
8564,766,M,PhD,79,Prof,79,94,Full,0,7283
8565,766,M,PhD,79,Prof,79,95,Full,0,7494
8566,767,M,PhD,61,Other,64,76,Full,0,2339
8567,767,M,PhD,61,Other,64,77,Full,0,2671
8568,767,M,PhD,61,Other,64,78,Full,0,2800
8569,767,M,PhD,61,Other,64,79,Full,0,3125
8570,767,M,PhD,61,Other,64,80,Full,0,3348
8571,767,M,PhD,61,Other,64,81,Full,0,3777
8572,767,M,PhD,61,Other,64,82,Full,0,4039.394
8573,767,M,PhD,61,Other,64,83,Full,0,4642
8574,767,M,PhD,61,Other,64,84,Full,0,5028
8575,767,M,PhD,61,Other,64,85,Full,0,5028
8576,767,M,PhD,61,Other,64,86,Full,0,5974
8577,767,M,PhD,61,Other,64,87,Full,0,6273
8578,767,M,PhD,61,Other,64,88,Full,0,6365
8579,767,M,PhD,61,Other,64,89,Full,0,6103
8580,767,M,PhD,61,Other,64,90,Full,0,6297
8581,767,M,PhD,61,Other,64,91,Full,0,6684
8582,767,M,PhD,61,Other,64,92,Full,0,6878
8583,767,M,PhD,61,Other,64,93,Full,0,7078
8584,767,M,PhD,61,Other,64,94,Full,0,7078
8585,767,M,PhD,61,Other,64,95,Full,0,7283
8586,769,M,PhD,76,Other,77,77,Assist,0,1500
8587,769,M,PhD,76,Other,77,78,Assist,0,1571
8588,769,M,PhD,76,Other,77,79,Assist,0,1760
8589,769,M,PhD,76,Other,77,80,Assist,0,1892
8590,769,M,PhD,76,Other,77,81,Assist,0,2099
8591,769,M,PhD,76,Other,77,82,Assoc,0,2255
8592,769,M,PhD,76,Other,77,83,Assoc,0,2448
8593,769,M,PhD,76,Other,77,84,Assoc,0,2868
8594,769,M,PhD,76,Other,77,85,Assoc,0,2918
8595,769,M,PhD,76,Other,77,86,Assoc,0,3433
8596,769,M,PhD,76,Other,77,87,Assoc,0,3606
8597,769,M,PhD,76,Other,77,88,Assoc,0,3606
8598,769,M,PhD,76,Other,77,89,Assoc,0,3803
8599,769,M,PhD,76,Other,77,90,Assoc,0,3868
8600,769,M,PhD,76,Other,77,91,Assoc,0,3991
8601,769,M,PhD,76,Other,77,92,Assoc,0,4048
8602,769,M,PhD,76,Other,77,93,Full,0,4286
8603,769,M,PhD,76,Other,77,94,Full,0,4286
8604,769,M,PhD,76,Other,77,95,Full,0,4411
8605,770,M,PhD,67,Other,69,76,Assoc,0,2053
8606,770,M,PhD,67,Other,69,77,Assoc,0,2337
8607,770,M,PhD,67,Other,69,78,Full,0,2586
8608,770,M,PhD,67,Other,69,79,Full,0,3032
8609,770,M,PhD,67,Other,69,80,Full,0,3348
8610,770,M,PhD,67,Other,69,81,Full,0,3777
8611,770,M,PhD,67,Other,69,82,Full,0,3887
8612,770,M,PhD,67,Other,69,83,Full,0,4101
8613,770,M,PhD,67,Other,69,84,Full,0,4378
8614,770,M,PhD,67,Other,69,85,Full,0,4378
8615,770,M,PhD,67,Other,69,86,Full,0,4775
8616,770,M,PhD,67,Other,69,87,Full,0,5015
8617,770,M,PhD,67,Other,69,88,Full,0,5160
8618,770,M,PhD,67,Other,69,89,Full,0,5522
8619,770,M,PhD,67,Other,69,90,Full,0,5780
8620,770,M,PhD,67,Other,69,91,Full,0,6135
8621,770,M,PhD,67,Other,69,92,Full,0,6313
8622,770,M,PhD,67,Other,69,93,Full,0,6496
8623,770,M,PhD,67,Other,69,94,Full,0,6496
8624,770,M,PhD,67,Other,69,95,Full,0,6781
8625,771,M,PhD,73,Other,74,76,Assist,0,1962.353
8626,771,M,PhD,73,Other,74,77,Assist,0,2159
8627,771,M,PhD,73,Other,74,78,Assist,0,2321
8628,771,M,PhD,73,Other,74,79,Assoc,0,2634
8629,771,M,PhD,73,Other,74,80,Assoc,0,2930
8630,771,M,PhD,73,Other,74,81,Assoc,0,3467
8631,771,M,PhD,73,Other,74,82,Assoc,0,3723
8632,771,M,PhD,73,Other,74,83,Assoc,0,4404
8633,771,M,PhD,73,Other,74,84,Assoc,0,5125
8634,771,M,PhD,73,Other,74,85,Full,1,5274
8635,771,M,PhD,73,Other,74,86,Full,1,6447
8636,771,M,PhD,73,Other,74,87,Full,1,6771
8637,771,M,PhD,73,Other,74,88,Full,1,7272
8638,771,M,PhD,73,Other,74,89,Full,0,8539
8639,771,M,PhD,73,Other,74,90,Full,0,9302
8640,771,M,PhD,73,Other,74,91,Full,0,10133
8641,771,M,PhD,73,Other,74,92,Full,0,10563
8642,771,M,PhD,73,Other,74,93,Full,1,11267
8643,771,M,PhD,73,Other,74,94,Full,1,11267
8644,771,M,PhD,73,Other,74,95,Full,1,11940
8645,772,M,PhD,83,Prof,86,86,Assist,0,3063
8646,772,M,PhD,83,Prof,86,87,Assist,0,3217
8647,772,M,PhD,83,Prof,86,88,Assist,0,3406
8648,772,M,PhD,83,Prof,86,89,Assist,0,3749
8649,772,M,PhD,83,Prof,86,90,Assist,0,3924
8650,772,M,PhD,83,Prof,86,91,Assist,0,4106
8651,772,M,PhD,83,Prof,86,92,Assist,0,4286
8652,772,M,PhD,83,Prof,86,93,Assoc,0,4538
8653,772,M,PhD,83,Prof,86,94,Assoc,0,4538
8654,772,M,PhD,83,Prof,86,95,Assoc,0,4737
8655,773,M,PhD,88,Prof,90,90,Assist,0,5698
8656,773,M,PhD,88,Prof,90,91,Assist,0,5794
8657,773,M,PhD,88,Prof,90,92,Assist,0,5962
8658,773,M,PhD,88,Prof,90,93,Assist,0,6135
8659,773,M,PhD,88,Prof,90,94,Assist,0,6135
8660,773,M,PhD,88,Prof,90,95,Assist,0,6313
8661,776,M,PhD,70,Arts,74,76,Assoc,0,1773
8662,776,M,PhD,70,Arts,74,77,Assoc,0,1980
8663,776,M,PhD,70,Arts,74,78,Assoc,0,2097
8664,776,M,PhD,70,Arts,74,79,Assoc,0,2570.149
8665,776,M,PhD,70,Arts,74,80,Assoc,0,2778
8666,776,M,PhD,70,Arts,74,81,Full,0,3092
8667,776,M,PhD,70,Arts,74,82,Full,0,3260.606
8668,776,M,PhD,70,Arts,74,83,Full,0,3406
8669,776,M,PhD,70,Arts,74,84,Full,0,3688
8670,776,M,PhD,70,Arts,74,85,Full,0,3688
8671,776,M,PhD,70,Arts,74,86,Full,0,4259
8672,776,M,PhD,70,Arts,74,87,Full,0,4473
8673,776,M,PhD,70,Arts,74,88,Full,0,4603
8674,776,M,PhD,70,Arts,74,89,Full,0,4925
8675,776,M,PhD,70,Arts,74,90,Full,0,5082.09
8676,776,M,PhD,70,Arts,74,91,Full,0,5242
