Date,Year,Month,Recession,Consumer_Confidence,Seasonality_Weight,Price,Advertising_Expenditure,Competition,GDP,Growth_Rate,unemployment_rate,Automobile_Sales,Vehicle_Type,City
8/31/2015,2015,Aug,0,95.21,0.25,28430.257,1804,7,26.816,0.525581742,1.7,1487,Sports,New York
9/30/2015,2015,Sep,0,103.16,0.07,30292.122,1933,3,55.472,0.516584944,1.7,4965.6,Mediumfamilycar,Georgia
10/31/2015,2015,Oct,0,99.34,0.12,16206.303,2279,6,30.844,-0.798469719,1.7,4901.2,Smallfamiliycar,Georgia
11/30/2015,2015,Nov,0,100.91,0.25,19083.707,2757,6,18.41,-0.675393808,2.6,3429.9,Executivecar,New York
12/31/2015,2015,Dec,0,113.14,0.34,14803.839,1904,8,33.394,0.44870336,2.2,4117.2,Smallfamiliycar,California
1/31/2016,2016,Jan,0,94.6,0.5,23652.966,4297,4,28.183,-0.184898698,1.5,3720.9,Sports,Illinois
2/29/2016,2016,Feb,0,105.14,0.75,28587.711,2076,4,61.377,0.54082148,2.8,3179.8,Mediumfamilycar,New York
3/31/2016,2016,Mar,0,109.49,1.5,32511.785,3987,4,30.674,-1.000945426,2.4,985.14,Mediumfamilycar,Georgia
4/30/2016,2016,Apr,0,93.38,1,25370.474,2890,8,58.258,0.473480037,2.4,2565.8,Supperminicar,California
5/31/2016,2016,May,0,91.77,1.5,33143.078,2523,6,64.229,0.092964237,2.1,1420.6,Mediumfamilycar,California
6/30/2016,2016,Jun,0,98.5,0.75,18099.493,4577,3,37.661,-0.705451263,1,3554.2,Sports,Illinois
7/31/2016,2016,Jul,0,95.38,0.5,16483.088,3901,8,65.277,0.423058658,2.9,2203.5,Sports,Illinois
8/31/2016,2016,Aug,0,111.52,0.25,24722.262,2387,8,34.384,-0.898470219,2,4726.3,Smallfamiliycar,California
9/30/2016,2016,Sep,0,89.98,0.07,26920.327,2303,3,68.417,0.497434848,2.6,1290.6,Smallfamiliycar,Illinois
10/31/2016,2016,Oct,0,100.68,0.12,24836.526,1592,4,17.679,-2.869958708,1.1,2768.1,Sports,New York
11/30/2016,2016,Nov,0,125.46,0.25,14662.789,3761,7,52.347,0.66227291,2.8,3613.5,Sports,Illinois
12/31/2016,2016,Dec,0,104.13,0.34,24554.4,4229,3,41.141,-0.272380351,2.2,3641.2,Supperminicar,California
1/31/2017,2017,Jan,0,105.79,0.5,18477.652,3679,6,34.984,-0.17599474,1.5,3426,Mediumfamilycar,Illinois
2/28/2017,2017,Feb,0,111.61,0.75,28348.363,3106,5,49.197,0.28889973,1.6,1769.5,Mediumfamilycar,Illinois
3/31/2017,2017,Mar,0,95.37,1.5,26832.991,4798,5,53.324,0.077394794,2.2,1241.1,Sports,New York
4/30/2017,2017,Apr,0,89.19,1,20300.601,1127,9,12.753,-3.181290677,2.3,3369.7,Supperminicar,Illinois
5/31/2017,2017,May,0,101.77,1.5,22430.665,1735,9,22.183,0.425100302,2.2,3207.1,Smallfamiliycar,New York
6/30/2017,2017,Jun,0,102.65,0.75,19703.932,3768,8,53.857,0.588112966,2.5,1343.8,Executivecar,New York
7/31/2017,2017,Jul,0,83.82,0.5,24686.605,4953,5,51.15,-0.052922776,2.6,3676.7,Supperminicar,Illinois
8/31/2017,2017,Aug,0,103.75,0.25,29775.712,4186,7,68.531,0.253622448,2,2567.6,Mediumfamilycar,New York
9/30/2017,2017,Sep,0,110.7,0.07,20071.37,4280,4,56.64,-0.209939972,2.5,3510.9,Mediumfamilycar,Illinois
10/31/2017,2017,Oct,0,90.87,0.12,27520.233,3573,6,67.645,0.16268756,2.4,4263.4,Mediumfamilycar,New York
11/30/2017,2017,Nov,0,104.36,0.25,22348.712,1520,9,53.247,-0.27040021,1.7,1301.1,Mediumfamilycar,New York
12/31/2017,2017,Dec,0,108.92,0.34,21035.636,3599,7,29.787,-0.787591903,1.1,632.9,Mediumfamilycar,Illinois
1/31/2018,2018,Jan,0,105.87,0.5,24464.848,1236,6,18.611,-0.600505078,1.8,4004.9,Smallfamiliycar,Georgia
2/28/2018,2018,Feb,0,106.81,0.75,19823.788,2304,6,57.846,0.678266432,2.8,3253.2,Mediumfamilycar,Georgia
3/31/2018,2018,Mar,0,97.55,1.5,22231.753,4430,4,49.861,-0.160145204,2.8,3652.3,Sports,California
4/30/2018,2018,Apr,0,88.72,1,19010.611,4272,8,15.295,-2.259954233,1.1,4266.9,Executivecar,California
5/31/2018,2018,May,0,95.53,1.5,34823.626,2781,5,33.383,0.541832669,2.4,4110.1,Smallfamiliycar,New York
6/30/2018,2018,Jun,0,94.14,0.75,25176.318,2301,4,67.994,0.509030209,2.8,4811.6,Smallfamiliycar,New York
7/31/2018,2018,Jul,0,99.2,0.5,21501.372,4306,7,41.523,-0.637502107,1.8,2925.9,Smallfamiliycar,Illinois
8/31/2018,2018,Aug,0,110.93,0.25,26069.9,3541,8,37.598,-0.104393851,1.8,2715.5,Mediumfamilycar,Georgia
9/30/2018,2018,Sep,0,86.88,0.07,24438.36,3051,7,39.047,0.037109125,1.7,2331.2,Mediumfamilycar,New York
10/31/2018,2018,Oct,0,101.44,0.12,23895.152,3713,8,24.615,-0.586309161,2.5,1229.9,Executivecar,New York
11/30/2018,2018,Nov,0,89.37,0.25,28070.834,1441,9,33.885,0.273572377,3,3088.7,Supperminicar,Illinois
12/31/2018,2018,Dec,0,92.6,0.34,28787.539,3076,7,33.949,0.001885181,1.1,1777.1,Supperminicar,Illinois
1/31/2019,2019,Jan,0,105.59,0.5,22347.494,4180,4,15.537,-1.185042157,2.5,4635.8,Mediumfamilycar,Illinois
2/28/2019,2019,Feb,0,88.1,0.75,22120.909,3657,8,57.019,0.727511882,1.6,3135.6,Executivecar,California
3/31/2019,2019,Mar,0,107.34,1.5,23624.742,4798,8,36.657,-0.555473716,1.6,3178.4,Smallfamiliycar,New York
4/30/2019,2019,Apr,0,86.48,1,13490.394,1804,6,60.186,0.390938092,1.8,2122.8,Executivecar,Georgia
5/31/2019,2019,May,0,106.67,1.5,17424.045,1074,6,61.82,0.026431576,2.4,778.7,Smallfamiliycar,California
6/30/2019,2019,Jun,0,84.5,0.75,31834.371,3885,3,24.796,-1.493144055,2.5,688.8,Sports,New York
7/31/2019,2019,Jul,0,93.82,0.5,33224.839,4217,7,50.627,0.510221818,1.8,2426.3,Sports,Illinois
8/31/2019,2019,Aug,0,118.96,0.25,23754.82,3175,6,39.892,-0.269101574,1.3,923.2,Smallfamiliycar,California
9/30/2019,2019,Sep,0,117.09,0.07,27882.785,4924,3,63.549,0.372263922,1.1,3240.6,Smallfamiliycar,Georgia
10/31/2019,2019,Oct,0,95.87,0.12,26556.251,3089,9,25.013,-1.540638868,2.8,4456.9,Mediumfamilycar,Georgia
11/30/2019,2019,Nov,0,103.9,0.25,40394.404,2379,9,51.813,0.517244707,2.7,4465.5,Smallfamiliycar,California
12/31/2019,2019,Dec,0,112.04,0.34,30597.875,1040,6,47.75,-0.085089005,1.1,3472.2,Executivecar,California
1/31/2020,2020,Jan,0,106.81,0.5,24360.412,3981,7,29.627,-0.611705539,1.5,1485.2,Sports,California
2/29/2020,2020,Feb,0,97.27,0.75,20222.298,3081,8,20.423,-0.450668364,1.2,4377.1,Executivecar,New York
3/31/2020,2020,Mar,0,92.51,1.5,16967.768,4088,5,50.295,0.593935779,2.6,4479.6,Sports,Illinois
4/30/2020,2020,Apr,0,108.68,1,26017.318,2700,7,55.339,0.091147292,1.8,1024.5,Mediumfamilycar,California
5/31/2020,2020,May,0,111.31,1.5,21218.246,4224,4,30.806,-0.796370837,1.6,3820,Smallfamiliycar,California
6/30/2020,2020,Jun,0,117.16,0.75,17888.731,4045,9,49.9,0.382645291,1.6,1819.3,Executivecar,California
7/31/2020,2020,Jul,0,83.13,0.5,21767.136,2401,6,35.418,-0.408888136,2.2,4109.3,Mediumfamilycar,Georgia
8/31/2020,2020,Aug,0,87.47,0.25,19592.26,1587,6,53.866,0.342479486,3,4972.7,Executivecar,Illinois
1/31/2021,2021,Jan,0,94.79,0.5,25386.842,3074,5,24.054,-1.239378066,1.8,681.2,Smallfamiliycar,Illinois
2/28/2021,2021,Feb,0,102.05,0.75,20693.579,4896,9,64.132,0.624929832,2.5,4529.6,Supperminicar,New York
3/31/2021,2021,Mar,0,86.55,1.5,32615.62,4358,6,29.17,-1.198560165,2.1,3310.6,Sports,New York
4/30/2021,2021,Apr,0,108.24,1,27694.55,1645,6,33.832,0.137798534,1.1,4866.9,Smallfamiliycar,Georgia
5/31/2021,2021,May,0,116.9,1.5,19813.769,1730,5,15.869,-1.131955385,2.2,2611.2,Sports,California
6/30/2021,2021,Jun,0,108.71,0.75,24048.307,1167,3,18.968,0.16338043,1.3,4307.9,Sports,California
7/31/2021,2021,Jul,0,97.53,0.5,20621.909,1609,9,42.42,0.552852428,2.6,824.8,Executivecar,California
8/31/2021,2021,Aug,0,84.62,0.25,18086.001,3315,8,28.02,-0.51391863,1.7,2035.6,Executivecar,New York
9/30/2021,2021,Sep,0,85,0.07,29630.888,2772,5,60.958,0.54033925,1,845.4,Mediumfamilycar,Illinois
10/31/2021,2021,Oct,0,86.7,0.12,34547.083,3040,8,13.352,-3.565458358,2.8,4875.6,Sports,Illinois
11/30/2021,2021,Nov,0,99.88,0.25,18007.162,3868,7,34.487,0.612839621,3,4172.9,Smallfamiliycar,New York
12/31/2021,2021,Dec,0,101.13,0.34,27814.846,1454,6,32.066,-0.07550053,2.1,4330.8,Mediumfamilycar,Georgia
1/31/2022,2022,Jan,0,108.68,0.5,21746.787,3953,8,13.621,-1.354159019,2.8,4709.8,Executivecar,Georgia
2/28/2022,2022,Feb,0,82.04,0.75,22564.373,2708,4,19.713,0.309034647,1.5,925.6,Mediumfamilycar,New York
3/31/2022,2022,Mar,0,113.11,1.5,22038.03,4472,8,36.491,0.459784604,1.2,2258.9,Mediumfamilycar,New York
4/30/2022,2022,Apr,0,106.94,1,20680.046,3969,7,41.086,0.111838582,2.1,863.2,Mediumfamilycar,California
5/31/2022,2022,May,0,96.73,1.5,25242.608,4028,9,35.949,-0.142896882,2.5,1483.3,Mediumfamilycar,Georgia
6/30/2022,2022,Jun,0,88.1,0.75,20845.249,4547,6,43.294,0.169653994,2.1,1565.7,Sports,Illinois
7/31/2022,2022,Jul,0,112.49,0.5,26352.284,1701,5,47.018,0.079203709,1.6,2629.4,Smallfamiliycar,California
8/31/2022,2022,Aug,0,97,0.25,24748.809,3681,7,13.076,-2.595747935,3,1739.6,Sports,Illinois
9/30/2022,2022,Sep,0,99.8,0.07,23805.26,4629,6,39.418,0.668273378,1.8,996,Executivecar,New York
10/31/2022,2022,Oct,0,103.84,0.12,20462.182,2599,8,68.383,0.423570186,1.8,1291.2,Sports,New York
11/30/2022,2022,Nov,0,90.87,0.25,22116.143,1129,9,42.604,-0.60508403,1.7,1201.5,Mediumfamilycar,Illinois
12/31/2022,2022,Dec,0,97.18,0.34,28776.956,4067,3,51.797,0.177481321,2.5,4865.5,Executivecar,California
1/31/2023,2023,Jan,0,108.65,0.5,27504.586,2845,9,30.588,-0.693376488,1.6,3917,Supperminicar,California
2/28/2023,2023,Feb,0,107.64,0.75,20112.224,2386,3,57.391,0.467024446,2.8,4842,Sports,California
3/31/2023,2023,Mar,0,107.73,1.5,25496.662,4776,4,57.329,-0.001081477,2.6,2499.1,Supperminicar,New York
4/30/2023,2023,Apr,0,88.45,1,28756.936,3866,9,42.735,-0.341499941,1.2,1783.1,Sports,Georgia
5/31/2023,2023,May,0,97.63,1.5,16652.974,1692,6,69.109,0.381629021,1.5,4090,Sports,New York
6/30/2023,2023,Jun,0,96.04,0.75,27716.801,4363,3,19.782,-2.493529471,3,1995.6,Smallfamiliycar,Illinois
7/31/2023,2023,Jul,0,104.25,0.5,21686.881,2394,5,13.483,-0.467180894,2.5,1876.4,Smallfamiliycar,New York
8/31/2023,2023,Aug,0,103.36,0.25,27852.993,1793,6,57.169,0.764155399,2.6,1579.6,Executivecar,New York
9/30/2023,2023,Sep,0,101.55,0.07,21183.704,1028,5,59.315,0.036179718,2.5,1123.4,Smallfamiliycar,California
10/31/2023,2023,Oct,0,124.66,0.12,15975.589,1148,9,19.472,-2.046168858,2.5,1685.9,Sports,California
11/30/2023,2023,Nov,0,97.09,0.25,16862.288,4850,5,27.904,0.302178899,2.9,2124.6,Smallfamiliycar,Georgia
12/31/2023,2023,Dec,0,95.92,0.34,25240.425,2319,3,13.518,-1.064210682,2.1,3538.5,Smallfamiliycar,Georgia
